Order Id,Order Date,City,State,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent,Profit,Revenue
48,2022-02-16,Dover,Delaware,East,Technology,Accessories,TEC-AC-10002167,50.0,50.0,3,5.0,0.0,0.0
49,2022-05-06,Dover,Delaware,East,Technology,Phones,TEC-PH-10003988,20.0,20.0,2,4.0,0.0,0.0
50,2023-06-18,New Albany,Indiana,Central,Office Supplies,Binders,OFF-BI-10004410,30.0,40.0,6,4.0,10.0,60.0
51,2022-01-11,New Albany,Indiana,Central,Office Supplies,Labels,OFF-LA-10002762,70.0,80.0,6,4.0,10.0,60.0
52,2023-09-09,New Albany,Indiana,Central,Furniture,Furnishings,FUR-FU-10001706,10.0,10.0,2,4.0,0.0,0.0
53,2022-01-31,New Albany,Indiana,Central,Furniture,Chairs,FUR-CH-10003061,70.0,90.0,1,5.0,20.0,20.0
54,2023-07-30,New York City,New York,East,Office Supplies,Fasteners,OFF-FA-10000304,20.0,20.0,7,3.0,0.0,0.0
55,2023-10-17,New York City,New York,East,Technology,Phones,TEC-PH-10002447,850.0,1030.0,5,4.0,180.0,900.0
56,2023-07-06,Troy,New York,East,Office Supplies,Storage,OFF-ST-10000604,200.0,210.0,6,5.0,10.0,60.0
57,2023-09-15,Troy,New York,East,Office Supplies,Paper,OFF-PA-10001569,30.0,30.0,5,5.0,0.0,0.0
58,2022-08-09,Troy,New York,East,Furniture,Chairs,FUR-CH-10003968,290.0,320.0,5,2.0,30.0,150.0
59,2022-04-05,Troy,New York,East,Office Supplies,Paper,OFF-PA-10000587,10.0,10.0,2,4.0,0.0,0.0
60,2023-06-24,Troy,New York,East,Technology,Accessories,TEC-AC-10002167,20.0,30.0,2,5.0,10.0,20.0
61,2022-03-10,Troy,New York,East,Office Supplies,Binders,OFF-BI-10001460,40.0,50.0,4,2.0,10.0,40.0
62,2023-04-08,Troy,New York,East,Office Supplies,Art,OFF-AR-10001868,0.0,0.0,1,5.0,0.0,0.0
63,2023-10-16,Los Angeles,California,West,Technology,Accessories,TEC-AC-10004633,10.0,10.0,2,3.0,0.0,0.0
64,2023-08-02,Los Angeles,California,West,Office Supplies,Binders,OFF-BI-10001078,20.0,30.0,6,2.0,10.0,60.0
65,2022-11-05,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10003892,130.0,150.0,3,5.0,20.0,60.0
66,2022-05-06,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10000397,70.0,80.0,4,2.0,10.0,40.0
67,2022-03-26,Chicago,Illinois,Central,Furniture,Chairs,FUR-CH-10001146,180.0,210.0,5,5.0,30.0,150.0
68,2022-04-10,Gilbert,Arizona,West,Office Supplies,Art,OFF-AR-10002671,940.0,1110.0,8,3.0,170.0,1360.0
69,2022-08-12,Gilbert,Arizona,West,Technology,Phones,TEC-PH-10002726,160.0,170.0,4,3.0,10.0,40.0
70,2022-02-25,Springfield,Virginia,South,Office Supplies,Paper,OFF-PA-10000482,70.0,80.0,2,2.0,10.0,20.0
71,2022-11-29,New York City,New York,East,Office Supplies,Binders,OFF-BI-10004654,0.0,0.0,1,3.0,0.0,0.0
72,2022-12-18,Jackson,Michigan,Central,Office Supplies,Paper,OFF-PA-10004675,20.0,20.0,3,3.0,0.0,0.0
73,2023-03-07,Memphis,Tennessee,South,Furniture,Chairs,FUR-CH-10000513,790.0,830.0,8,2.0,40.0,320.0
74,2023-07-12,Memphis,Tennessee,South,Furniture,Furnishings,FUR-FU-10003708,90.0,100.0,2,3.0,10.0,20.0
75,2022-10-21,Memphis,Tennessee,South,Office Supplies,Storage,OFF-ST-10004123,60.0,70.0,1,2.0,10.0,10.0
76,2023-04-17,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10004182,0.0,0.0,3,4.0,0.0,0.0
77,2023-05-20,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10000260,10.0,10.0,3,4.0,0.0,0.0
78,2023-05-13,Houston,Texas,Central,Office Supplies,Storage,OFF-ST-10000615,20.0,30.0,3,2.0,10.0,30.0
79,2022-10-20,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10003194,20.0,20.0,5,2.0,0.0,0.0
80,2023-10-22,Decatur,Alabama,South,Office Supplies,Appliances,OFF-AP-10002118,190.0,210.0,1,3.0,20.0,20.0
81,2022-07-20,Decatur,Alabama,South,Office Supplies,Binders,OFF-BI-10002309,20.0,20.0,3,2.0,0.0,0.0
82,2022-11-16,San Francisco,California,West,Office Supplies,Art,OFF-AR-10002053,10.0,10.0,5,5.0,0.0,0.0
83,2022-11-10,San Francisco,California,West,Office Supplies,Storage,OFF-ST-10002370,20.0,20.0,1,4.0,0.0,0.0
84,2022-03-15,Durham,North Carolina,South,Office Supplies,Envelopes,OFF-EN-10000927,180.0,200.0,7,3.0,20.0,140.0
85,2023-10-03,Chicago,Illinois,Central,Office Supplies,Storage,OFF-ST-10003656,210.0,230.0,3,2.0,20.0,60.0
86,2022-03-20,Columbia,South Carolina,South,Furniture,Chairs,FUR-CH-10000863,260.0,300.0,2,5.0,40.0,80.0
87,2023-12-04,Rochester,Minnesota,Central,Technology,Accessories,TEC-AC-10001998,20.0,20.0,1,5.0,0.0,0.0
88,2023-11-24,Rochester,Minnesota,Central,Office Supplies,Labels,OFF-LA-10000134,10.0,10.0,2,5.0,0.0,0.0
89,2023-12-30,Houston,Texas,Central,Office Supplies,Storage,OFF-ST-10003442,140.0,160.0,7,5.0,20.0,140.0
90,2022-05-23,Los Angeles,California,West,Office Supplies,Art,OFF-AR-10004930,20.0,20.0,3,2.0,0.0,0.0
91,2023-04-06,Los Angeles,California,West,Technology,Phones,TEC-PH-10004093,60.0,70.0,2,2.0,10.0,20.0
92,2022-03-23,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10000304,10.0,10.0,1,2.0,0.0,0.0
93,2023-04-07,Minneapolis,Minnesota,Central,Office Supplies,Paper,OFF-PA-10003177,10.0,10.0,2,2.0,0.0,0.0
94,2022-05-13,Minneapolis,Minnesota,Central,Furniture,Furnishings,FUR-FU-10003799,50.0,50.0,3,5.0,0.0,0.0
95,2022-04-23,Minneapolis,Minnesota,Central,Office Supplies,Binders,OFF-BI-10002852,20.0,30.0,2,3.0,10.0,20.0
96,2023-12-17,Portland,Oregon,West,Office Supplies,Binders,OFF-BI-10004738,10.0,10.0,1,2.0,0.0,0.0
97,2022-04-28,New York City,New York,East,Furniture,Furnishings,FUR-FU-10000629,80.0,100.0,7,5.0,20.0,140.0
98,2023-06-14,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10001721,40.0,50.0,3,4.0,10.0,30.0
99,2023-02-05,Saint Paul,Minnesota,Central,Office Supplies,Appliances,OFF-AP-10000358,70.0,80.0,6,3.0,10.0,60.0
100,2023-12-30,Chicago,Illinois,Central,Office Supplies,Paper,OFF-PA-10003256,60.0,60.0,7,3.0,0.0,0.0
101,2022-02-24,Chicago,Illinois,Central,Technology,Accessories,TEC-AC-10001767,80.0,100.0,3,5.0,20.0,60.0
102,2022-07-25,Chicago,Illinois,Central,Office Supplies,Binders,OFF-BI-10002609,0.0,0.0,3,3.0,0.0,0.0
103,2022-01-14,Rochester,Minnesota,Central,Office Supplies,Paper,OFF-PA-10004040,20.0,20.0,4,4.0,0.0,0.0
104,2022-12-22,Aurora,Colorado,West,Technology,Accessories,TEC-AC-10001552,220.0,240.0,6,3.0,20.0,120.0
105,2022-06-09,Aurora,Colorado,West,Furniture,Furnishings,FUR-FU-10004006,90.0,100.0,3,5.0,10.0,30.0
106,2023-10-28,Aurora,Colorado,West,Office Supplies,Binders,OFF-BI-10002794,30.0,40.0,3,5.0,10.0,30.0
107,2022-10-18,Charlotte,North Carolina,South,Technology,Accessories,TEC-AC-10003499,60.0,70.0,8,5.0,10.0,80.0
108,2022-11-23,Charlotte,North Carolina,South,Technology,Phones,TEC-PH-10002844,30.0,30.0,1,3.0,0.0,0.0
109,2023-10-12,Charlotte,North Carolina,South,Office Supplies,Art,OFF-AR-10000390,0.0,0.0,1,3.0,0.0,0.0
110,2023-03-17,Orland Park,Illinois,Central,Technology,Accessories,TEC-AC-10000844,290.0,340.0,5,2.0,50.0,250.0
111,2023-09-05,New York City,New York,East,Furniture,Furnishings,FUR-FU-10001934,30.0,40.0,2,2.0,10.0,20.0
112,2022-01-28,Urbandale,Iowa,Central,Office Supplies,Art,OFF-AR-10000380,70.0,80.0,2,3.0,10.0,20.0
113,2022-12-26,Urbandale,Iowa,Central,Office Supplies,Binders,OFF-BI-10003981,30.0,30.0,6,3.0,0.0,0.0
114,2023-06-06,Columbus,Ohio,East,Office Supplies,Fasteners,OFF-FA-10000621,40.0,40.0,14,2.0,0.0,0.0
115,2023-11-08,Columbus,Ohio,East,Office Supplies,Envelopes,OFF-EN-10002600,0.0,0.0,2,4.0,0.0,0.0
116,2022-11-15,Columbus,Ohio,East,Office Supplies,Paper,OFF-PA-10004965,20.0,20.0,3,4.0,0.0,0.0
117,2022-06-30,Columbus,Ohio,East,Office Supplies,Envelopes,OFF-EN-10002504,120.0,130.0,6,5.0,10.0,60.0
118,2023-10-27,Seattle,Washington,West,Furniture,Tables,FUR-TA-10001768,720.0,790.0,3,4.0,70.0,210.0
119,2023-07-19,Bristol,Tennessee,South,Office Supplies,Binders,OFF-BI-10003650,140.0,160.0,1,5.0,20.0,20.0
120,2023-03-30,Wilmington,Delaware,East,Furniture,Furnishings,FUR-FU-10002157,50.0,50.0,3,3.0,0.0,0.0
121,2022-03-03,Wilmington,Delaware,East,Office Supplies,Binders,OFF-BI-10003910,20.0,30.0,4,2.0,10.0,40.0
122,2022-10-20,Wilmington,Delaware,East,Office Supplies,Storage,OFF-ST-10000777,190.0,230.0,6,2.0,40.0,240.0
123,2023-01-23,Wilmington,Delaware,East,Office Supplies,Envelopes,OFF-EN-10002500,110.0,120.0,9,4.0,10.0,90.0
124,2023-01-21,Wilmington,Delaware,East,Technology,Phones,TEC-PH-10003875,60.0,70.0,7,2.0,10.0,70.0
125,2023-07-18,Houston,Texas,Central,Furniture,Chairs,FUR-CH-10004063,550.0,600.0,3,3.0,50.0,150.0
126,2023-07-15,Bloomington,Illinois,Central,Furniture,Tables,FUR-TA-10004534,540.0,620.0,6,4.0,80.0,480.0
127,2022-07-14,Phoenix,Arizona,West,Office Supplies,Binders,OFF-BI-10003274,0.0,0.0,2,4.0,0.0,0.0
128,2023-03-30,Phoenix,Arizona,West,Office Supplies,Storage,OFF-ST-10002974,200.0,240.0,7,4.0,40.0,280.0
129,2023-09-18,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10001146,70.0,80.0,2,2.0,10.0,20.0
130,2022-01-03,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10003773,220.0,240.0,3,4.0,20.0,60.0
131,2022-07-17,Columbus,Ohio,East,Technology,Phones,TEC-PH-10002293,50.0,60.0,5,3.0,10.0,50.0
132,2022-03-30,Columbus,Ohio,East,Office Supplies,Paper,OFF-PA-10002377,80.0,80.0,2,4.0,0.0,0.0
133,2022-05-01,Columbus,Ohio,East,Office Supplies,Fasteners,OFF-FA-10002780,20.0,20.0,9,5.0,0.0,0.0
134,2023-04-29,Roseville,California,West,Office Supplies,Paper,OFF-PA-10001804,20.0,20.0,3,4.0,0.0,0.0
135,2022-10-28,Roseville,California,West,Office Supplies,Paper,OFF-PA-10001736,30.0,40.0,1,5.0,10.0,10.0
136,2022-03-05,Roseville,California,West,Office Supplies,Art,OFF-AR-10001149,10.0,10.0,4,5.0,0.0,0.0
137,2022-03-28,Roseville,California,West,Office Supplies,Fasteners,OFF-FA-10002988,0.0,0.0,2,5.0,0.0,0.0
138,2023-10-16,Roseville,California,West,Office Supplies,Binders,OFF-BI-10004781,70.0,80.0,3,2.0,10.0,30.0
139,2022-05-15,Roseville,California,West,Office Supplies,Supplies,OFF-SU-10001218,60.0,70.0,6,5.0,10.0,60.0
140,2023-06-06,Roseville,California,West,Furniture,Furnishings,FUR-FU-10001706,40.0,40.0,14,2.0,0.0,0.0
141,2022-06-10,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10004848,60.0,80.0,2,2.0,20.0,40.0
142,2022-07-22,San Francisco,California,West,Office Supplies,Art,OFF-AR-10000940,10.0,10.0,3,3.0,0.0,0.0
143,2023-12-27,San Francisco,California,West,Office Supplies,Envelopes,OFF-EN-10004030,10.0,10.0,3,2.0,0.0,0.0
144,2023-11-29,San Francisco,California,West,Office Supplies,Paper,OFF-PA-10004327,130.0,140.0,3,5.0,10.0,30.0
145,2022-03-19,Independence,Missouri,Central,Office Supplies,Appliances,OFF-AP-10001058,780.0,840.0,3,2.0,60.0,180.0
146,2023-06-04,Pasadena,California,West,Office Supplies,Storage,OFF-ST-10003656,600.0,670.0,7,3.0,70.0,490.0
147,2023-05-31,Newark,Ohio,East,Furniture,Furnishings,FUR-FU-10000521,80.0,90.0,4,4.0,10.0,40.0
148,2022-06-12,Franklin,Wisconsin,Central,Technology,Phones,TEC-PH-10000215,350.0,380.0,11,4.0,30.0,330.0
149,2022-05-18,Franklin,Wisconsin,Central,Technology,Phones,TEC-PH-10001448,140.0,150.0,3,5.0,10.0,30.0
150,2022-01-23,Franklin,Wisconsin,Central,Furniture,Chairs,FUR-CH-10000454,1580.0,1950.0,8,3.0,370.0,2960.0
151,2023-08-21,Franklin,Wisconsin,Central,Office Supplies,Binders,OFF-BI-10002735,150.0,170.0,5,4.0,20.0,100.0
152,2023-08-31,Scottsdale,Arizona,West,Office Supplies,Appliances,OFF-AP-10000326,140.0,160.0,5,5.0,20.0,100.0
153,2022-10-25,Scottsdale,Arizona,West,Technology,Phones,TEC-PH-10001254,160.0,200.0,2,2.0,40.0,80.0
154,2022-10-07,San Jose,California,West,Office Supplies,Paper,OFF-PA-10001950,50.0,60.0,7,4.0,10.0,70.0
155,2023-03-25,San Jose,California,West,Office Supplies,Paper,OFF-PA-10002254,100.0,110.0,4,4.0,10.0,40.0
156,2023-03-27,San Jose,California,West,Office Supplies,Storage,OFF-ST-10001590,60.0,80.0,6,4.0,20.0,120.0
157,2022-05-03,Seattle,Washington,West,Office Supplies,Art,OFF-AR-10001547,10.0,10.0,3,3.0,0.0,0.0
158,2022-05-18,Seattle,Washington,West,Furniture,Chairs,FUR-CH-10004063,380.0,460.0,2,2.0,80.0,160.0
159,2022-04-25,Edmond,Oklahoma,Central,Office Supplies,Labels,OFF-LA-10002475,10.0,10.0,2,3.0,0.0,0.0
160,2022-06-30,Edmond,Oklahoma,Central,Technology,Phones,TEC-PH-10004536,870.0,940.0,7,5.0,70.0,490.0
161,2022-01-10,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10002751,10.0,10.0,1,4.0,0.0,0.0
162,2023-11-27,Philadelphia,Pennsylvania,East,Technology,Accessories,TEC-AC-10003657,40.0,50.0,2,5.0,10.0,20.0
163,2022-02-16,Carlsbad,New Mexico,West,Office Supplies,Envelopes,OFF-EN-10001990,30.0,30.0,5,4.0,0.0,0.0
164,2022-08-14,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10004002,20.0,30.0,2,3.0,10.0,20.0
165,2023-10-14,San Antonio,Texas,Central,Office Supplies,Art,OFF-AR-10004441,10.0,10.0,3,5.0,0.0,0.0
166,2022-10-16,San Antonio,Texas,Central,Technology,Machines,TEC-MA-10000822,6850.0,8160.0,8,4.0,1310.0,10480.0
167,2022-11-20,San Antonio,Texas,Central,Office Supplies,Storage,OFF-ST-10000991,250.0,280.0,3,4.0,30.0,90.0
168,2023-11-04,San Antonio,Texas,Central,Furniture,Chairs,FUR-CH-10004287,1620.0,1740.0,9,4.0,120.0,1080.0
169,2023-06-16,San Antonio,Texas,Central,Office Supplies,Art,OFF-AR-10002656,30.0,30.0,6,4.0,0.0,0.0
170,2022-10-20,San Antonio,Texas,Central,Office Supplies,Appliances,OFF-AP-10002518,150.0,180.0,5,2.0,30.0,150.0
171,2022-07-12,San Antonio,Texas,Central,Technology,Phones,TEC-PH-10003931,120.0,140.0,3,5.0,20.0,60.0
172,2022-01-28,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10000659,20.0,20.0,3,2.0,0.0,0.0
173,2023-10-10,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10001144,100.0,110.0,2,4.0,10.0,20.0
174,2022-10-05,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10003817,290.0,340.0,7,2.0,50.0,350.0
175,2023-01-02,Chicago,Illinois,Central,Office Supplies,Appliances,OFF-AP-10000891,50.0,50.0,2,4.0,0.0,0.0
176,2023-04-07,Chicago,Illinois,Central,Office Supplies,Labels,OFF-LA-10003148,20.0,20.0,4,5.0,0.0,0.0
177,2022-04-21,Houston,Texas,Central,Office Supplies,Appliances,OFF-AP-10002684,90.0,100.0,4,2.0,10.0,40.0
178,2023-10-28,Newark,Ohio,East,Furniture,Chairs,FUR-CH-10004698,370.0,400.0,7,5.0,30.0,210.0
179,2022-04-18,Newark,Ohio,East,Office Supplies,Supplies,OFF-SU-10002189,20.0,20.0,5,3.0,0.0,0.0
180,2022-03-08,New York City,New York,East,Office Supplies,Art,OFF-AR-10001940,0.0,0.0,1,5.0,0.0,0.0
181,2023-06-08,Decatur,Illinois,Central,Office Supplies,Storage,OFF-ST-10003455,20.0,20.0,2,5.0,0.0,0.0
182,2022-06-25,Decatur,Illinois,Central,Technology,Accessories,TEC-AC-10004659,380.0,410.0,7,3.0,30.0,210.0
183,2022-01-10,Monroe,Louisiana,South,Technology,Phones,TEC-PH-10003273,470.0,500.0,4,5.0,30.0,120.0
184,2023-10-17,Monroe,Louisiana,South,Technology,Phones,TEC-PH-10004896,140.0,150.0,5,2.0,10.0,50.0
185,2023-02-23,Monroe,Louisiana,South,Technology,Accessories,TEC-AC-10002345,30.0,30.0,2,5.0,0.0,0.0
186,2022-10-19,Fairfield,Connecticut,East,Office Supplies,Binders,OFF-BI-10001890,10.0,10.0,2,2.0,0.0,0.0
187,2022-08-22,Los Angeles,California,West,Technology,Accessories,TEC-AC-10002323,160.0,180.0,8,3.0,20.0,160.0
188,2023-10-11,Grand Prairie,Texas,Central,Office Supplies,Storage,OFF-ST-10001328,40.0,40.0,3,4.0,0.0,0.0
189,2022-12-06,Grand Prairie,Texas,Central,Office Supplies,Paper,OFF-PA-10001950,20.0,20.0,3,3.0,0.0,0.0
190,2023-12-09,New York City,New York,East,Furniture,Bookcases,FUR-BO-10002613,820.0,900.0,4,3.0,80.0,320.0
191,2022-07-12,New York City,New York,East,Technology,Phones,TEC-PH-10001552,60.0,70.0,6,4.0,10.0,60.0
192,2022-06-23,New York City,New York,East,Office Supplies,Paper,OFF-PA-10000061,50.0,50.0,8,5.0,0.0,0.0
193,2023-11-04,New York City,New York,East,Furniture,Bookcases,FUR-BO-10002545,520.0,630.0,3,2.0,110.0,330.0
194,2022-11-11,New York City,New York,East,Office Supplies,Art,OFF-AR-10003514,20.0,20.0,5,3.0,0.0,0.0
195,2023-01-07,Redlands,California,West,Office Supplies,Envelopes,OFF-EN-10001509,10.0,10.0,7,2.0,0.0,0.0
196,2022-10-26,Hamilton,Ohio,East,Office Supplies,Art,OFF-AR-10004685,10.0,10.0,2,5.0,0.0,0.0
197,2023-11-03,Hamilton,Ohio,East,Office Supplies,Art,OFF-AR-10004027,10.0,10.0,3,2.0,0.0,0.0
198,2023-03-05,Westfield,New Jersey,East,Office Supplies,Storage,OFF-ST-10001414,40.0,50.0,3,5.0,10.0,30.0
199,2022-12-21,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10000343,0.0,0.0,2,5.0,0.0,0.0
200,2022-06-16,Philadelphia,Pennsylvania,East,Office Supplies,Paper,OFF-PA-10002749,20.0,20.0,3,2.0,0.0,0.0
201,2022-12-11,Akron,Ohio,East,Office Supplies,Paper,OFF-PA-10002666,20.0,20.0,3,5.0,0.0,0.0
202,2022-07-13,Denver,Colorado,West,Furniture,Tables,FUR-TA-10004289,200.0,220.0,2,3.0,20.0,40.0
203,2022-12-31,Denver,Colorado,West,Office Supplies,Appliances,OFF-AP-10003622,0.0,0.0,1,5.0,0.0,0.0
204,2022-03-12,Dallas,Texas,Central,Office Supplies,Appliances,OFF-AP-10003217,60.0,70.0,2,2.0,10.0,20.0
205,2023-10-14,Franklin,Tennessee,South,Furniture,Furnishings,FUR-FU-10002960,40.0,40.0,7,3.0,0.0,0.0
206,2023-07-10,Whittier,California,West,Technology,Phones,TEC-PH-10001918,370.0,440.0,4,3.0,70.0,280.0
207,2023-12-01,Saginaw,Michigan,Central,Office Supplies,Storage,OFF-ST-10000642,70.0,80.0,4,4.0,10.0,40.0
208,2023-08-08,Saginaw,Michigan,Central,Technology,Phones,TEC-PH-10001700,120.0,130.0,2,3.0,10.0,20.0
209,2022-08-19,Saginaw,Michigan,Central,Office Supplies,Binders,OFF-BI-10003274,20.0,20.0,4,3.0,0.0,0.0
210,2023-12-30,Saginaw,Michigan,Central,Office Supplies,Fasteners,OFF-FA-10000134,50.0,50.0,9,2.0,0.0,0.0
211,2022-07-17,Saginaw,Michigan,Central,Office Supplies,Storage,OFF-ST-10001522,80.0,90.0,1,5.0,10.0,10.0
212,2023-10-07,Dallas,Texas,Central,Technology,Accessories,TEC-AC-10001266,20.0,20.0,2,4.0,0.0,0.0
213,2023-04-22,Medina,Ohio,East,Office Supplies,Labels,OFF-LA-10004544,20.0,20.0,2,4.0,0.0,0.0
214,2023-04-22,Medina,Ohio,East,Furniture,Bookcases,FUR-BO-10004695,390.0,450.0,5,5.0,60.0,300.0
